trip_id,pickup_time,drop_time,passenger_count,trip_distance,PULocationID,DOLocationID,payment_type,payment_method,fare_amount,surge_fare,Total_fare
2359,18-04-2025 22:56,18-04-2025 23:02,5,1.51,19,145,3,Google Pay,5.57,2.89,8.46
2360,16-04-2025 16:58,16-04-2025 17:11,2,5.53,40,242,3,Google Pay,13.74,0.77,14.51
2361,07-04-2025 15:59,07-04-2025 16:13,1,15.24,98,132,3,Google Pay,33.48,6.64,40.12
2362,14-04-2025 05:15,14-04-2025 05:42,2,18.02,4,93,3,Google Pay,39.13,5.57,44.7
2363,02-04-2025 21:56,02-04-2025 22:33,3,4.88,33,192,3,Google Pay,12.42,4.08,16.5
2364,14-04-2025 02:10,14-04-2025 02:15,5,12.27,165,22,3,Google Pay,27.44,9.28,36.72
2365,04-04-2025 14:19,04-04-2025 15:13,4,27.18,27,194,3,Google Pay,57.74,5.19,62.93
2366,16-04-2025 18:19,16-04-2025 19:07,2,29.97,173,170,3,Google Pay,63.42,8.88,72.3
2367,21-04-2025 03:11,21-04-2025 03:31,3,29.62,113,11,3,Google Pay,62.7,5.79,68.49
2368,30-04-2025 20:29,30-04-2025 20:37,4,26.51,95,181,3,Google Pay,56.38,3.77,60.15
2369,12-04-2025 16:06,12-04-2025 16:54,4,12.14,233,232,3,Google Pay,27.18,5.39,32.57
2370,22-04-2025 19:16,22-04-2025 20:14,2,20.75,134,29,3,Google Pay,44.68,1.52,46.2
2371,10-04-2025 17:43,10-04-2025 18:09,1,12.79,124,20,3,Google Pay,28.5,6.75,35.25
2372,10-04-2025 04:42,10-04-2025 05:14,2,19.63,116,5,3,Google Pay,42.4,9.82,52.22
2373,25-04-2025 12:16,25-04-2025 12:59,3,9.63,13,34,3,Google Pay,22.07,2.47,24.54
2374,13-04-2025 08:08,13-04-2025 09:00,4,18.38,165,140,3,Google Pay,39.86,3.23,43.09
2375,26-04-2025 13:52,26-04-2025 13:57,2,15.95,208,28,3,Google Pay,34.92,4.06,38.98
2376,13-04-2025 08:40,13-04-2025 09:12,1,1.22,85,98,3,Google Pay,4.98,4.83,9.81
2377,07-04-2025 05:56,07-04-2025 06:31,2,23.83,248,262,3,Google Pay,50.94,7.19,58.13
2378,05-04-2025 23:18,05-04-2025 23:41,5,0.85,56,246,3,Google Pay,4.23,1.37,5.6
2379,29-04-2025 00:29,29-04-2025 00:52,1,9.15,172,19,3,Google Pay,21.1,3.02,24.12
2380,27-04-2025 16:58,27-04-2025 17:34,3,0.67,141,12,3,Google Pay,3.86,5.39,9.25
2381,11-04-2025 21:21,11-04-2025 21:31,4,11.6,132,25,3,Google Pay,26.08,5.9,31.98
2382,12-04-2025 00:49,12-04-2025 01:42,2,2.36,201,13,3,Google Pay,7.3,5.37,12.67
2383,03-04-2025 07:26,03-04-2025 07:58,1,27.45,179,76,3,Google Pay,58.29,4.35,62.64
2384,25-04-2025 04:02,25-04-2025 04:22,5,12.76,29,259,3,Google Pay,28.44,7.11,35.55
2385,11-04-2025 06:29,11-04-2025 07:13,1,14.06,36,24,3,Google Pay,31.08,2.04,33.12
2386,30-04-2025 00:48,30-04-2025 01:02,6,10.82,109,8,3,Google Pay,24.49,2.83,27.32
2387,11-04-2025 14:19,11-04-2025 15:10,5,19.01,146,228,3,Google Pay,41.14,4.44,45.58
2388,03-04-2025 09:20,03-04-2025 09:57,3,23.64,146,123,3,Google Pay,50.55,6.96,57.51
2389,05-04-2025 13:26,05-04-2025 13:42,4,19.62,168,90,3,Google Pay,42.38,0.82,43.2
2390,19-04-2025 19:26,19-04-2025 19:46,3,22.57,257,224,3,Google Pay,48.37,1.16,49.53
2391,16-04-2025 00:46,16-04-2025 01:08,2,27.23,87,224,3,Google Pay,57.85,7.82,65.67
2392,22-04-2025 11:59,22-04-2025 12:53,1,25.97,154,257,3,Google Pay,55.29,2.61,57.9
2393,05-04-2025 13:49,05-04-2025 14:01,6,20.38,98,3,3,Google Pay,43.92,9.63,53.55
2394,07-04-2025 06:09,07-04-2025 07:09,5,6.83,211,148,3,Google Pay,16.38,9.61,25.99
2395,01-04-2025 05:39,01-04-2025 06:00,5,19.31,48,189,3,Google Pay,41.75,6.86,48.61
2396,26-04-2025 01:07,26-04-2025 01:56,1,15.43,194,187,3,Google Pay,33.86,7.17,41.03
2397,08-04-2025 04:30,08-04-2025 04:50,6,21.66,252,188,3,Google Pay,46.52,6.51,53.03
2398,19-04-2025 12:27,19-04-2025 13:14,1,25.07,262,124,3,Google Pay,53.46,1.77,55.23
2399,30-04-2025 17:07,30-04-2025 18:04,2,22.41,262,37,3,Google Pay,48.05,5,53.05
2400,22-04-2025 15:35,22-04-2025 16:07,3,25.47,31,149,3,Google Pay,54.27,7.93,62.2
2401,22-04-2025 17:30,22-04-2025 17:47,5,2.38,105,106,3,Google Pay,7.34,7.75,15.09
2402,30-04-2025 14:33,30-04-2025 15:08,2,1.43,169,103,3,Google Pay,5.41,8.99,14.4
2403,10-04-2025 01:51,10-04-2025 02:41,3,8.13,236,232,3,Google Pay,19.02,9.01,28.03
2404,14-04-2025 01:44,14-04-2025 02:39,2,27.07,230,146,3,Google Pay,57.52,2.61,60.13
2405,15-04-2025 14:48,15-04-2025 15:44,6,24.8,23,17,3,Google Pay,52.91,7.22,60.13
2406,13-04-2025 23:44,13-04-2025 23:55,5,20.64,164,159,3,Google Pay,44.45,6.51,50.96
2407,30-04-2025 09:29,30-04-2025 10:18,1,21.17,7,125,3,Google Pay,45.53,8.86,54.39
2408,03-04-2025 16:37,03-04-2025 17:28,1,21.94,210,173,3,Google Pay,47.09,1.83,48.92
2409,05-04-2025 01:42,05-04-2025 02:19,3,28.31,253,163,3,Google Pay,60.04,7.4,67.44
2410,30-04-2025 16:29,30-04-2025 17:13,4,25.05,133,203,3,Google Pay,53.42,4.23,57.65
2411,27-04-2025 03:06,27-04-2025 03:22,6,18.89,106,155,3,Google Pay,40.89,3.94,44.83
2412,11-04-2025 13:38,11-04-2025 13:55,3,20.14,232,261,3,Google Pay,43.44,0.36,43.8
2413,25-04-2025 08:31,25-04-2025 09:30,4,6.81,33,186,3,Google Pay,16.34,9.61,25.95
2414,02-04-2025 16:44,02-04-2025 17:26,2,19.89,79,57,3,Google Pay,42.93,6.76,49.69
2415,08-04-2025 23:13,08-04-2025 23:58,6,13.03,35,217,3,Google Pay,28.98,5.91,34.89
2416,20-04-2025 00:26,20-04-2025 01:11,2,5.01,110,208,3,Google Pay,12.68,2.51,15.19
2417,09-04-2025 00:00,09-04-2025 00:14,5,24.29,63,202,3,Google Pay,51.87,6.58,58.45
2418,02-04-2025 15:41,02-04-2025 16:00,6,15.55,178,74,3,Google Pay,34.11,9.46,43.57
2419,19-04-2025 01:37,19-04-2025 01:49,4,29.33,232,85,3,Google Pay,62.11,1.63,63.74
2420,23-04-2025 13:05,23-04-2025 13:18,5,8.81,104,120,3,Google Pay,20.41,9.84,30.25
2421,09-04-2025 11:30,09-04-2025 12:00,1,14.68,35,14,3,Google Pay,32.34,4.27,36.61
2422,14-04-2025 04:10,14-04-2025 04:17,4,13.72,194,129,3,Google Pay,30.39,9.78,40.17
2423,02-04-2025 16:55,02-04-2025 17:17,3,4.06,174,49,3,Google Pay,10.75,6.34,17.09
2424,01-04-2025 10:07,01-04-2025 10:24,1,13.07,102,242,3,Google Pay,29.07,3.24,32.31
2425,14-04-2025 13:55,14-04-2025 14:09,1,8.98,85,53,3,Google Pay,20.75,3.74,24.49
2426,26-04-2025 20:21,26-04-2025 20:53,3,5.23,201,69,3,Google Pay,13.13,2.91,16.04
2427,28-04-2025 10:23,28-04-2025 10:29,6,8.82,173,40,3,Google Pay,20.43,3.35,23.78
2428,05-04-2025 21:12,05-04-2025 21:56,1,7.38,29,184,3,Google Pay,17.5,6.47,23.97
2429,16-04-2025 05:57,16-04-2025 06:14,4,22.16,56,133,3,Google Pay,47.54,0.17,47.71
2430,13-04-2025 22:49,13-04-2025 22:59,5,1.41,16,56,3,Google Pay,5.37,9.68,15.05
2431,21-04-2025 16:16,21-04-2025 17:16,1,18.72,140,255,3,Google Pay,40.55,7.69,48.24
2432,30-04-2025 04:29,30-04-2025 04:37,4,22.94,66,5,3,Google Pay,49.13,9.41,58.54
2433,25-04-2025 17:25,25-04-2025 17:54,2,14.68,147,69,3,Google Pay,32.34,7.18,39.52
2434,24-04-2025 20:41,24-04-2025 21:12,4,27.98,158,52,3,Google Pay,59.37,4.81,64.18
2435,23-04-2025 11:29,23-04-2025 12:07,5,21.38,69,98,3,Google Pay,45.96,1.9,47.86
2436,07-04-2025 02:34,07-04-2025 02:58,4,22.56,23,161,3,Google Pay,48.35,5.16,53.51
2437,23-04-2025 22:44,23-04-2025 23:33,3,6.31,190,65,3,Google Pay,15.33,7.12,22.45
2438,22-04-2025 07:12,22-04-2025 07:57,5,23.43,248,243,3,Google Pay,50.12,8.54,58.66
2439,13-04-2025 10:00,13-04-2025 10:19,6,25.05,145,262,3,Google Pay,53.42,3.24,56.66
2440,09-04-2025 18:36,09-04-2025 18:55,2,11.16,177,212,3,Google Pay,25.18,5.1,30.28
2441,06-04-2025 03:02,06-04-2025 03:28,3,6.79,195,154,3,Google Pay,16.3,6.2,22.5
2442,16-04-2025 01:11,16-04-2025 01:43,6,11.86,13,234,3,Google Pay,26.61,5.89,32.5
2443,08-04-2025 09:29,08-04-2025 10:04,4,22.32,166,140,3,Google Pay,47.87,0.52,48.39
2444,21-04-2025 21:15,21-04-2025 21:23,5,12.82,150,115,3,Google Pay,28.56,4.83,33.39
2445,30-04-2025 12:06,30-04-2025 12:43,2,22.23,45,130,3,Google Pay,47.68,8.09,55.77
2446,12-04-2025 17:00,12-04-2025 17:32,3,3.85,174,178,3,Google Pay,10.33,8.02,18.35
2447,09-04-2025 11:22,09-04-2025 12:08,6,24.28,167,95,3,Google Pay,51.85,5.07,56.92
2448,01-04-2025 15:23,01-04-2025 15:31,6,7.97,197,101,3,Google Pay,18.7,9.52,28.22
2449,16-04-2025 08:12,16-04-2025 08:36,2,7.84,206,196,3,Google Pay,18.44,8.26,26.7
2450,14-04-2025 10:14,14-04-2025 10:26,4,17.92,82,208,3,Google Pay,38.92,7.37,46.29
2451,26-04-2025 20:10,26-04-2025 20:32,2,2.57,68,95,3,Google Pay,7.72,5.16,12.88
2452,09-04-2025 18:59,09-04-2025 19:27,6,1.28,97,103,3,Google Pay,5.1,5.91,11.01
2453,08-04-2025 23:41,09-04-2025 00:03,1,8.2,167,8,3,Google Pay,19.17,2.23,21.4
2454,28-04-2025 19:19,28-04-2025 19:46,3,16.37,77,136,3,Google Pay,35.77,5.32,41.09
2455,30-04-2025 01:39,30-04-2025 02:29,2,27.27,237,98,3,Google Pay,57.93,5.26,63.19
2456,19-04-2025 10:54,19-04-2025 11:25,6,25.47,196,261,3,Google Pay,54.27,2.03,56.3
2457,20-04-2025 11:09,20-04-2025 11:29,4,14.97,136,147,3,Google Pay,32.93,9.51,42.44
2458,24-04-2025 10:49,24-04-2025 11:14,6,1.59,36,185,3,Google Pay,5.73,2.45,8.18
2459,15-04-2025 22:11,15-04-2025 22:19,4,16.29,248,232,3,Google Pay,35.61,1.04,36.65
2460,04-04-2025 22:44,04-04-2025 23:00,2,21.29,254,101,3,Google Pay,45.77,4.67,50.44
2461,19-04-2025 05:49,19-04-2025 05:56,4,10.51,214,147,3,Google Pay,23.86,6.86,30.72
2462,05-04-2025 08:11,05-04-2025 08:16,5,3.78,252,205,3,Google Pay,10.18,1.95,12.13
2463,09-04-2025 09:49,09-04-2025 09:57,5,8.72,70,46,3,Google Pay,20.22,1.83,22.05
2464,07-04-2025 09:35,07-04-2025 10:22,5,23.26,234,104,3,Google Pay,49.78,2.61,52.39
2465,22-04-2025 17:30,22-04-2025 18:22,1,10.86,16,222,3,Google Pay,24.57,3.03,27.6
2466,15-04-2025 17:27,15-04-2025 17:52,2,24.45,174,118,3,Google Pay,52.2,2.46,54.66
2467,12-04-2025 06:56,12-04-2025 07:14,6,9.93,187,5,3,Google Pay,22.68,4.71,27.39
2468,01-04-2025 07:27,01-04-2025 07:50,6,5.32,225,211,3,Google Pay,13.31,0.18,13.49
2469,12-04-2025 20:50,12-04-2025 21:25,1,13.36,12,55,3,Google Pay,29.65,0.88,30.53
2470,18-04-2025 10:57,18-04-2025 11:19,4,13.84,219,19,3,Google Pay,30.63,7.29,37.92
2471,11-04-2025 17:15,11-04-2025 17:58,1,0.98,1,88,3,Google Pay,4.49,4.12,8.61
2472,21-04-2025 07:57,21-04-2025 08:08,4,3.95,111,247,3,Google Pay,10.53,3.6,14.13
2473,13-04-2025 03:37,13-04-2025 04:09,4,5.96,129,117,3,Google Pay,14.61,0.1,14.71
2474,16-04-2025 00:02,16-04-2025 00:18,3,3.85,93,170,3,Google Pay,10.33,2.98,13.31
2475,14-04-2025 17:48,14-04-2025 18:09,6,10.58,39,150,3,Google Pay,24,8.21,32.21
2476,27-04-2025 12:12,27-04-2025 12:48,5,28.96,159,208,3,Google Pay,61.36,3.4,64.76
2477,27-04-2025 01:44,27-04-2025 02:12,4,15.52,186,174,3,Google Pay,34.05,9.64,43.69
2478,01-04-2025 12:29,01-04-2025 12:55,3,19.01,256,127,3,Google Pay,41.14,3.9,45.04
2479,12-04-2025 21:41,12-04-2025 22:05,6,11.01,239,156,3,Google Pay,24.88,4.64,29.52
2480,30-04-2025 17:59,30-04-2025 18:11,5,10.04,104,180,3,Google Pay,22.91,8.02,30.93
2481,17-04-2025 08:43,17-04-2025 08:54,4,1.18,29,87,3,Google Pay,4.9,9.83,14.73
2482,11-04-2025 18:06,11-04-2025 18:53,4,15.26,89,82,3,Google Pay,33.52,3.72,37.24
2483,03-04-2025 19:51,03-04-2025 19:56,1,14.77,51,64,3,Google Pay,32.52,1.2,33.72
2484,06-04-2025 09:07,06-04-2025 09:55,1,5.16,147,119,3,Google Pay,12.99,5.23,18.22
2485,22-04-2025 04:20,22-04-2025 05:00,6,23.05,36,163,3,Google Pay,49.35,5.92,55.27
2486,14-04-2025 23:06,15-04-2025 00:00,5,15.03,101,178,3,Google Pay,33.05,9.59,42.64
2487,08-04-2025 06:27,08-04-2025 07:27,4,10.5,107,30,3,Google Pay,23.84,4.14,27.98
2488,19-04-2025 10:49,19-04-2025 11:02,6,4.83,105,161,3,Google Pay,12.32,0.91,13.23
2489,23-04-2025 20:53,23-04-2025 21:19,6,16.79,221,3,3,Google Pay,36.63,6.51,43.14
2490,15-04-2025 03:40,15-04-2025 04:08,2,22.71,76,24,3,Google Pay,48.66,0.21,48.87
2491,06-04-2025 08:14,06-04-2025 09:06,1,8.82,227,59,3,Google Pay,20.43,4.25,24.68
2492,30-04-2025 01:38,30-04-2025 02:34,5,6.95,84,237,3,Google Pay,16.63,4.1,20.73
2493,14-04-2025 10:15,14-04-2025 10:43,4,15.9,76,240,3,Google Pay,34.82,2.55,37.37
2494,17-04-2025 17:27,17-04-2025 18:19,6,5.08,249,160,3,Google Pay,12.83,9.64,22.47
2495,28-04-2025 23:20,29-04-2025 00:14,4,20.17,255,60,3,Google Pay,43.5,4.03,47.53
2496,11-04-2025 01:13,11-04-2025 01:55,2,18.36,50,240,3,Google Pay,39.82,8.95,48.77
2497,10-04-2025 23:20,10-04-2025 23:58,5,3.07,210,59,3,Google Pay,8.74,5.15,13.89
2498,07-04-2025 01:53,07-04-2025 02:36,6,1.58,158,53,3,Google Pay,5.71,8.21,13.92
2499,22-04-2025 18:18,22-04-2025 18:46,4,18.8,233,64,3,Google Pay,40.71,4.51,45.22
2500,07-04-2025 23:19,07-04-2025 23:39,1,9.18,77,121,3,Google Pay,21.16,9.92,31.08
2501,21-04-2025 16:57,21-04-2025 17:43,2,3.05,223,119,3,Google Pay,8.7,6.4,15.1
2502,28-04-2025 13:37,28-04-2025 13:59,5,22.9,121,18,3,Google Pay,49.05,1.56,50.61
2503,18-04-2025 00:05,18-04-2025 00:23,2,9.76,107,5,3,Google Pay,22.34,0.06,22.4
2504,19-04-2025 22:12,19-04-2025 22:54,1,14.06,241,160,3,Google Pay,31.08,9.29,40.37
2505,25-04-2025 23:54,26-04-2025 00:23,5,7.49,28,142,3,Google Pay,17.72,6.87,24.59
2506,22-04-2025 10:16,22-04-2025 10:26,2,19.01,192,18,3,Google Pay,41.14,1.06,42.2
2507,25-04-2025 11:06,25-04-2025 11:17,3,9.39,249,68,3,Google Pay,21.59,7.43,29.02
2508,10-04-2025 22:33,10-04-2025 22:46,1,29.06,213,114,3,Google Pay,61.57,2.27,63.84
2509,12-04-2025 06:17,12-04-2025 07:02,1,21.24,21,22,3,Google Pay,45.67,8.09,53.76
2510,28-04-2025 02:47,28-04-2025 03:39,1,4.53,155,20,3,Google Pay,11.71,6.1,17.81
2511,04-04-2025 17:25,04-04-2025 18:08,3,12.79,27,263,3,Google Pay,28.5,1.24,29.74
2512,24-04-2025 21:59,24-04-2025 22:11,3,11.87,77,98,3,Google Pay,26.63,0.71,27.34
2513,21-04-2025 07:58,21-04-2025 08:05,4,16.26,57,105,3,Google Pay,35.55,4.66,40.21
2514,25-04-2025 00:54,25-04-2025 01:36,6,25.34,119,5,3,Google Pay,54,9.37,63.37
2515,17-04-2025 11:09,17-04-2025 11:55,2,17.71,165,129,3,Google Pay,38.5,5.65,44.15
2516,04-04-2025 13:18,04-04-2025 14:15,4,2.32,64,159,3,Google Pay,7.22,7.59,14.81
2517,26-04-2025 16:13,26-04-2025 16:30,2,19.83,48,251,3,Google Pay,42.81,4.69,47.5
2518,06-04-2025 02:33,06-04-2025 02:50,6,0.74,150,83,3,Google Pay,4,3.84,7.84
2519,03-04-2025 19:27,03-04-2025 20:17,3,23.51,158,118,3,Google Pay,50.29,8.22,58.51
2520,25-04-2025 22:10,25-04-2025 22:43,6,20.17,156,29,3,Google Pay,43.5,4.63,48.13
2521,24-04-2025 00:07,24-04-2025 00:18,3,9.61,151,138,3,Google Pay,22.03,1.42,23.45
2522,10-04-2025 04:48,10-04-2025 04:57,6,9.13,225,157,3,Google Pay,21.06,2.75,23.81
2523,27-04-2025 01:32,27-04-2025 02:11,4,24.05,260,31,3,Google Pay,51.38,5.61,56.99
2524,25-04-2025 10:10,25-04-2025 10:54,5,23.61,256,153,3,Google Pay,50.49,4.03,54.52
2525,07-04-2025 19:40,07-04-2025 20:06,4,10.89,61,58,3,Google Pay,24.63,3.66,28.29
2526,08-04-2025 11:43,08-04-2025 12:07,2,9.32,260,87,3,Google Pay,21.44,6.69,28.13
2527,15-04-2025 22:23,15-04-2025 23:14,4,17.01,162,123,3,Google Pay,37.07,6.36,43.43
2528,24-04-2025 16:21,24-04-2025 16:56,1,0.75,31,191,3,Google Pay,4.02,3.14,7.16
2529,21-04-2025 02:36,21-04-2025 03:29,2,2.94,71,28,3,Google Pay,8.48,3.59,12.07
2530,06-04-2025 06:57,06-04-2025 07:14,6,4.22,2,155,3,Google Pay,11.08,7.52,18.6
2531,10-04-2025 08:21,10-04-2025 09:00,2,5.97,50,230,3,Google Pay,14.63,9.21,23.84
2532,27-04-2025 12:57,27-04-2025 13:48,5,15.6,135,37,3,Google Pay,34.21,3.24,37.45
2533,23-04-2025 05:55,23-04-2025 06:09,3,29.77,146,6,3,Google Pay,63.01,2.92,65.93
2534,05-04-2025 03:19,05-04-2025 03:26,6,19.75,179,225,3,Google Pay,42.64,2.65,45.29
2535,24-04-2025 05:27,24-04-2025 05:40,2,2.31,204,33,3,Google Pay,7.2,1.42,8.62
2536,21-04-2025 06:35,21-04-2025 06:52,6,16,187,89,3,Google Pay,35.02,3.77,38.79
2537,03-04-2025 12:46,03-04-2025 13:17,6,15.15,30,40,3,Google Pay,33.29,5.16,38.45
2538,21-04-2025 15:16,21-04-2025 15:56,6,4.75,59,169,3,Google Pay,12.15,5.37,17.52
2539,07-04-2025 00:07,07-04-2025 00:57,3,27.65,9,18,3,Google Pay,58.7,6.91,65.61
2540,24-04-2025 08:36,24-04-2025 08:57,4,13.5,167,15,3,Google Pay,29.94,0.53,30.47
2541,19-04-2025 21:45,19-04-2025 22:38,6,29.84,191,132,3,Google Pay,63.15,5.61,68.76
2542,21-04-2025 18:56,21-04-2025 19:55,1,12.89,242,209,3,Google Pay,28.7,2.55,31.25
2543,26-04-2025 15:56,26-04-2025 16:55,5,18.43,154,76,3,Google Pay,39.96,2.39,42.35
2544,03-04-2025 15:03,03-04-2025 15:43,3,3.59,160,112,3,Google Pay,9.8,7.9,17.7
2545,26-04-2025 10:21,26-04-2025 10:48,2,13.9,235,72,3,Google Pay,30.75,1.53,32.28
2546,22-04-2025 01:02,22-04-2025 01:30,3,7.54,199,21,3,Google Pay,17.83,3.29,21.12
2547,15-04-2025 00:36,15-04-2025 01:09,2,25.15,33,188,3,Google Pay,53.62,6.38,60
2548,01-04-2025 23:46,02-04-2025 00:31,3,23.63,89,121,3,Google Pay,50.53,6.43,56.96
2549,19-04-2025 00:28,19-04-2025 01:18,2,24.81,95,141,3,Google Pay,52.93,0.48,53.41
2550,12-04-2025 13:56,12-04-2025 14:08,6,21.85,221,204,3,Google Pay,46.91,0.73,47.64
2551,01-04-2025 03:17,01-04-2025 03:49,4,25.06,69,209,3,Google Pay,53.44,6.55,59.99
2552,10-04-2025 22:00,10-04-2025 22:09,2,6.42,237,9,3,Google Pay,15.55,9.53,25.08
2553,27-04-2025 07:40,27-04-2025 08:15,2,13.84,160,185,3,Google Pay,30.63,9.99,40.62
2554,04-04-2025 07:46,04-04-2025 08:17,1,20.91,42,201,3,Google Pay,45,9.87,54.87
2555,03-04-2025 01:28,03-04-2025 02:06,2,19.3,66,64,3,Google Pay,41.73,3.52,45.25
2556,20-04-2025 06:47,20-04-2025 07:24,1,21.63,21,25,3,Google Pay,46.46,2.42,48.88
2557,16-04-2025 16:19,16-04-2025 17:14,5,7.12,70,156,3,Google Pay,16.97,0.99,17.96
2558,03-04-2025 21:38,03-04-2025 21:44,6,3.4,261,221,3,Google Pay,9.41,3.26,12.67
2559,25-04-2025 15:05,25-04-2025 15:20,1,27.55,246,139,3,Google Pay,58.5,2.77,61.27
2560,03-04-2025 17:48,03-04-2025 18:31,4,17.03,235,21,3,Google Pay,37.11,5.77,42.88
2561,04-04-2025 03:23,04-04-2025 03:45,6,5.04,99,154,3,Google Pay,12.74,3.69,16.43
2562,22-04-2025 11:37,22-04-2025 12:26,1,23.91,35,68,3,Google Pay,51.1,2.32,53.42
2563,02-04-2025 10:39,02-04-2025 10:52,6,27.49,171,41,3,Google Pay,58.37,6.13,64.5
2564,14-04-2025 01:34,14-04-2025 01:57,6,5.5,110,15,3,Google Pay,13.68,3.23,16.91
2565,19-04-2025 14:35,19-04-2025 14:42,6,24.61,10,169,3,Google Pay,52.52,3.54,56.06
2566,09-04-2025 04:35,09-04-2025 05:16,5,28.03,202,134,3,Google Pay,59.47,5.98,65.45
2567,07-04-2025 03:55,07-04-2025 04:03,4,28.18,257,199,3,Google Pay,59.78,1.18,60.96
2568,30-04-2025 04:42,30-04-2025 05:37,3,27.47,262,238,3,Google Pay,58.33,7.74,66.07
2569,30-04-2025 09:28,30-04-2025 10:17,3,16.62,181,112,3,Google Pay,36.28,9.65,45.93
2570,20-04-2025 03:08,20-04-2025 03:25,1,11.01,66,52,3,Google Pay,24.88,4.91,29.79
2571,18-04-2025 01:00,18-04-2025 01:52,6,0.71,161,137,3,Google Pay,3.94,5.6,9.54
2572,18-04-2025 09:46,18-04-2025 10:43,1,2.3,67,255,3,Google Pay,7.17,3.85,11.02
2573,21-04-2025 09:55,21-04-2025 10:25,5,13.15,100,115,3,Google Pay,29.23,9.57,38.8
2574,18-04-2025 04:19,18-04-2025 04:55,5,12.28,77,158,3,Google Pay,27.46,1.33,28.79
2575,18-04-2025 02:18,18-04-2025 03:06,2,5.95,35,99,3,Google Pay,14.59,8.14,22.73
2576,04-04-2025 15:39,04-04-2025 16:18,5,12.17,45,121,3,Google Pay,27.24,6.5,33.74
2577,25-04-2025 13:03,25-04-2025 14:03,2,5.65,150,90,3,Google Pay,13.98,7.91,21.89
2578,07-04-2025 01:15,07-04-2025 01:52,4,25.54,68,30,3,Google Pay,54.41,9.5,63.91
2579,30-04-2025 17:50,30-04-2025 17:59,1,9.3,254,230,3,Google Pay,21.4,4.96,26.36
2580,16-04-2025 19:51,16-04-2025 20:06,4,18.16,17,139,3,Google Pay,39.41,2.88,42.29
2581,06-04-2025 09:34,06-04-2025 10:07,5,15.33,261,254,3,Google Pay,33.66,7.8,41.46
2582,09-04-2025 02:56,09-04-2025 03:49,4,2.03,213,31,3,Google Pay,6.63,8.45,15.08
2583,25-04-2025 10:49,25-04-2025 11:26,4,28.3,256,162,3,Google Pay,60.02,6.86,66.88
2584,18-04-2025 21:19,18-04-2025 21:48,4,16.05,216,156,3,Google Pay,35.12,8.49,43.61
2585,25-04-2025 01:38,25-04-2025 02:18,5,10.09,7,117,3,Google Pay,23.01,7.3,30.31
2586,06-04-2025 19:05,06-04-2025 19:59,6,5.16,199,191,3,Google Pay,12.99,9.57,22.56
2587,11-04-2025 03:14,11-04-2025 03:43,4,10.49,91,176,3,Google Pay,23.82,5.71,29.53
2588,01-04-2025 03:47,01-04-2025 04:17,2,1.11,147,5,3,Google Pay,4.76,3.8,8.56
2589,02-04-2025 00:49,02-04-2025 01:32,5,11.22,150,12,3,Google Pay,25.31,6.81,32.12
2590,14-04-2025 13:53,14-04-2025 14:15,4,16.18,52,59,3,Google Pay,35.39,0.69,36.08
2591,22-04-2025 01:43,22-04-2025 02:01,6,26.22,243,250,3,Google Pay,55.79,4.98,60.77
2592,25-04-2025 18:40,25-04-2025 18:56,5,20.78,219,93,3,Google Pay,44.74,7.73,52.47
2593,20-04-2025 07:15,20-04-2025 07:20,3,3.79,6,111,3,Google Pay,10.2,1.69,11.89
2594,25-04-2025 05:00,25-04-2025 05:15,6,4.86,109,17,3,Google Pay,12.38,4,16.38
2595,18-04-2025 06:16,18-04-2025 06:57,2,13.13,66,220,3,Google Pay,29.19,3.5,32.69
2596,11-04-2025 10:51,11-04-2025 11:09,4,6.27,10,5,3,Google Pay,15.24,3.35,18.59
2597,12-04-2025 06:20,12-04-2025 07:02,3,1.32,202,129,3,Google Pay,5.18,6.51,11.69
2598,21-04-2025 23:07,21-04-2025 23:56,3,24.25,214,112,3,Google Pay,51.79,4.97,56.76
2599,16-04-2025 18:05,16-04-2025 18:10,5,1.08,68,24,3,Google Pay,4.7,7.97,12.67
2600,08-04-2025 01:26,08-04-2025 02:21,3,25.01,247,29,3,Google Pay,53.33,0.58,53.91
2601,13-04-2025 13:04,13-04-2025 13:41,2,4.75,50,132,3,Google Pay,12.15,4.54,16.69
2602,09-04-2025 13:52,09-04-2025 14:26,2,29.25,17,44,3,Google Pay,61.95,0.14,62.09
2603,06-04-2025 03:15,06-04-2025 03:52,1,18.31,11,207,3,Google Pay,39.72,2.21,41.93
2604,02-04-2025 11:11,02-04-2025 12:01,2,22.18,124,216,3,Google Pay,47.58,7.75,55.33
2605,20-04-2025 01:55,20-04-2025 02:46,6,3.76,225,244,3,Google Pay,10.14,1.06,11.2
2606,28-04-2025 23:39,29-04-2025 00:17,3,25.93,244,31,3,Google Pay,55.2,1.06,56.26
2607,01-04-2025 17:05,01-04-2025 17:26,2,25.26,29,11,3,Google Pay,53.84,4.01,57.85
2608,11-04-2025 22:52,11-04-2025 23:16,5,19.76,59,82,3,Google Pay,42.66,7.77,50.43
2609,10-04-2025 09:05,10-04-2025 10:04,1,15.32,143,156,3,Google Pay,33.64,6.38,40.02
2610,04-04-2025 01:29,04-04-2025 01:48,3,21.78,226,166,3,Google Pay,46.77,7.82,54.59
2611,05-04-2025 14:12,05-04-2025 14:35,1,0.67,164,208,3,Google Pay,3.86,0.5,4.36
